                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.9915,                 3.2817,                 2.6177,                0.47319,                0.21767,                0.20163,                0.10004,                  1.868,                 4.0282,                 2.7298,             0.00037645,             0.00037645,             0.00037645
                     46,                 2.0103,                 3.2348,                 2.6285,                0.65934,                0.17323,                0.18917,                0.09171,                 1.9295,                 3.8457,                 2.7308,             0.00036985,             0.00036985,             0.00036985
                     47,                 1.9883,                 3.1911,                 2.5746,                0.57541,                0.24697,                0.21578,                0.10753,                 1.9406,                 3.8998,                 2.7546,             0.00036325,             0.00036325,             0.00036325
                     48,                 1.9615,                 3.0975,                 2.5678,                0.70521,                0.21162,                0.25097,                0.12193,                 1.9445,                 3.8908,                 2.7878,             0.00035664,             0.00035664,             0.00035664
                     49,                 1.9794,                   3.16,                   2.58,                0.36821,                0.38192,                0.28382,                0.12663,                 1.8814,                 3.8174,                 2.7247,             0.00035004,             0.00035004,             0.00035004
                     50,                   1.96,                 3.1591,                 2.5387,                 0.5579,                0.33936,                0.28012,                0.14135,                 1.8217,                 3.8033,                 2.6778,             0.00034344,             0.00034344,             0.00034344
                     51,                  1.911,                 3.0611,                 2.4983,                0.52881,                0.29071,                0.25393,                0.12297,                 1.9768,                 3.7937,                 2.8079,             0.00033683,             0.00033683,             0.00033683
                     52,                 1.8435,                 3.0785,                 2.4271,                0.37595,                0.28939,                0.24129,                0.11694,                 1.9736,                 3.8065,                 2.7367,             0.00033023,             0.00033023,             0.00033023
                     53,                 1.9055,                 2.9315,                 2.4609,                0.62736,                0.23384,                0.29064,                0.14222,                 1.8735,                 3.7219,                 2.6325,             0.00032363,             0.00032363,             0.00032363
                     54,                 1.8654,                 3.0793,                 2.5076,                 0.4322,                0.36984,                0.28392,                0.13414,                 1.8398,                 3.7673,                  2.591,             0.00031703,             0.00031703,             0.00031703
                     55,                 1.8978,                  3.075,                 2.5064,                0.42647,                0.40397,                0.28289,                0.13965,                 1.8402,                 3.7785,                 2.6322,             0.00031042,             0.00031042,             0.00031042
                     56,                 1.8015,                 2.9913,                  2.409,                0.62716,                 0.2697,                0.24247,                0.13522,                 1.7905,                  3.741,                 2.6364,             0.00030382,             0.00030382,             0.00030382
                     57,                 1.7948,                 2.9862,                 2.4436,                0.65517,                0.26765,                0.28962,                0.15381,                 1.7812,                 3.6277,                 2.5806,             0.00029722,             0.00029722,             0.00029722
                     58,                 1.8168,                 2.9861,                 2.4424,                0.74877,                0.18333,                  0.285,                0.16743,                 1.7223,                 3.5522,                 2.5455,             0.00029061,             0.00029061,             0.00029061
                     59,                  1.846,                 2.9501,                 2.4388,                0.66378,                0.22273,                0.28967,                  0.164,                 1.7218,                 3.5264,                  2.576,             0.00028401,             0.00028401,             0.00028401
                     60,                  1.815,                 2.9388,                 2.3968,                0.47424,                0.28338,                 0.2769,                0.14048,                 1.7607,                 3.4108,                 2.5966,             0.00027741,             0.00027741,             0.00027741
                     61,                 1.7562,                 2.9247,                 2.3626,                0.46435,                0.32027,                0.28994,                0.14919,                  1.757,                 3.3921,                  2.576,              0.0002708,              0.0002708,              0.0002708
                     62,                 1.7435,                 2.8729,                  2.398,                0.30514,                0.35432,                0.30175,                0.16288,                 1.7444,                 3.3609,                 2.5319,              0.0002642,              0.0002642,              0.0002642
                     63,                 1.8029,                 2.8042,                 2.3744,                0.49681,                0.28773,                0.29194,                0.17283,                 1.7478,                 3.5151,                 2.5565,              0.0002576,              0.0002576,              0.0002576
                     64,                 1.7433,                 2.8041,                 2.3234,                0.90727,                  0.175,                0.30028,                0.16477,                 1.7082,                 3.6416,                 2.5765,             0.00025099,             0.00025099,             0.00025099
                     65,                 1.7263,                 2.7217,                 2.3246,                0.94522,                0.16263,                0.28584,                0.13815,                 1.7254,                 3.6188,                 2.5846,             0.00024439,             0.00024439,             0.00024439
                     66,                 1.6634,                 2.8201,                 2.3268,                0.55798,                0.28939,                0.32456,                0.16765,                 1.7307,                 3.5569,                 2.5268,             0.00023779,             0.00023779,             0.00023779
                     67,                 1.7482,                 2.7815,                 2.3273,                0.63566,                0.33111,                0.36543,                0.22144,                  1.656,                 3.5767,                  2.444,             0.00023118,             0.00023118,             0.00023118
                     68,                 1.7772,                 2.8173,                 2.3498,                0.50958,                0.31046,                0.33164,                0.21035,                 1.6854,                 3.4462,                  2.442,             0.00022458,             0.00022458,             0.00022458
                     69,                 1.7095,                 2.6657,                 2.2765,                0.68683,                0.26939,                0.31622,                0.20416,                 1.7053,                 3.3476,                 2.4542,             0.00021798,             0.00021798,             0.00021798
                     70,                 1.6459,                 2.7368,                 2.2431,                0.40689,                0.34655,                0.31418,                0.18976,                 1.7146,                 3.3058,                 2.4622,             0.00021137,             0.00021137,             0.00021137
                     71,                 1.7448,                 2.7068,                   2.29,                0.52814,                0.37359,                0.35746,                0.21554,                 1.6961,                 3.3221,                 2.4226,             0.00020477,             0.00020477,             0.00020477
                     72,                 1.6892,                 2.8394,                  2.297,                0.41754,                0.37359,                0.34133,                0.20937,                   1.64,                  3.404,                  2.417,             0.00019817,             0.00019817,             0.00019817
                     73,                 1.7112,                 2.6828,                 2.2534,                0.32338,                0.33434,                0.30137,                0.18477,                 1.6282,                  3.448,                 2.4451,             0.00019156,             0.00019156,             0.00019156
                     74,                  1.634,                 2.7186,                 2.2571,                0.27913,                0.34004,                0.31096,                 0.1778,                 1.6264,                 3.4572,                 2.4569,             0.00018496,             0.00018496,             0.00018496
                     75,                 1.6412,                 2.6374,                 2.2426,                0.51632,                0.37072,                0.34108,                0.21373,                  1.555,                 3.3343,                 2.3669,             0.00017836,             0.00017836,             0.00017836
                     76,                 1.6912,                 2.6773,                 2.2686,                0.49116,                0.30996,                0.31815,                0.20758,                 1.5616,                 3.2857,                 2.3899,             0.00017175,             0.00017175,             0.00017175
                     77,                 1.6816,                 2.6046,                  2.251,                0.73279,                0.28543,                0.34583,                 0.2131,                 1.5381,                 3.2266,                 2.4107,             0.00016515,             0.00016515,             0.00016515
                     78,                 1.6463,                 2.6613,                 2.2423,                0.61121,                0.32055,                 0.3391,                0.20455,                 1.5549,                 3.2192,                 2.4752,             0.00015855,             0.00015855,             0.00015855
                     79,                 1.5889,                 2.5624,                 2.1906,                 0.5496,                0.28302,                0.36767,                0.23332,                 1.5515,                 3.1533,                 2.4283,             0.00015194,             0.00015194,             0.00015194
                     80,                 1.6452,                 2.6726,                 2.2131,                0.40234,                0.41786,                0.37723,                0.22711,                 1.5529,                 3.1244,                 2.3914,             0.00014534,             0.00014534,             0.00014534
                     81,                 1.5845,                 2.5221,                  2.169,                 0.5157,                0.38117,                0.36351,                0.22182,                 1.5631,                 3.1219,                 2.3877,             0.00013874,             0.00013874,             0.00013874
                     82,                 1.6151,                 2.5659,                 2.2507,                0.56428,                0.32855,                0.36736,                0.22481,                 1.5625,                 3.1855,                 2.3804,             0.00013213,             0.00013213,             0.00013213
                     83,                 1.5311,                 2.6303,                 2.1833,                0.65492,                0.32578,                 0.3583,                0.22361,                 1.5495,                 3.2181,                 2.3534,             0.00012553,             0.00012553,             0.00012553
                     84,                 1.4995,                 2.6366,                 2.1682,                0.62512,                0.29481,                0.36707,                0.23372,                 1.5539,                 3.1555,                 2.3529,             0.00011893,             0.00011893,             0.00011893
                     85,                 1.5904,                 2.5408,                 2.2029,                0.39183,                0.44509,                0.38247,                0.24181,                 1.5496,                 3.1217,                 2.3582,             0.00011232,             0.00011232,             0.00011232
                     86,                 1.5937,                 2.5769,                 2.2131,                0.51484,                0.40225,                0.40646,                0.25371,                 1.5422,                 3.1383,                 2.3671,             0.00010572,             0.00010572,             0.00010572
                     87,                 1.5814,                 2.5544,                 2.1996,                0.65166,                0.34813,                0.39169,                0.26062,                 1.5216,                 3.1417,                 2.3432,             9.9116e-05,             9.9116e-05,             9.9116e-05
                     88,                 1.5741,                 2.4678,                 2.1682,                0.65525,                0.32343,                0.38223,                 0.2444,                 1.5134,                  3.106,                 2.3277,             9.2513e-05,             9.2513e-05,             9.2513e-05
                     89,                 1.5538,                 2.4633,                 2.1291,                0.63646,                0.34625,                0.37827,                 0.2354,                  1.506,                 3.1082,                 2.3209,              8.591e-05,              8.591e-05,              8.591e-05
                     90,                 1.5684,                 2.4209,                 2.1367,                0.57273,                0.35765,                0.37404,                0.23296,                 1.5227,                 3.1218,                 2.3377,             7.9306e-05,             7.9306e-05,             7.9306e-05
                     91,                 1.4342,                 2.9559,                 2.1764,                0.75281,                0.25326,                0.36617,                 0.2364,                 1.5287,                 3.1333,                 2.3235,             7.2703e-05,             7.2703e-05,             7.2703e-05
                     92,                 1.4185,                 2.8907,                   2.12,                0.60581,                0.34242,                0.37061,                0.24116,                 1.5455,                 3.1321,                 2.3183,               6.61e-05,               6.61e-05,               6.61e-05
                     93,                  1.415,                 2.7926,                 2.1077,                0.58981,                0.32844,                0.36062,                  0.231,                 1.5801,                 3.1739,                 2.3318,             5.9496e-05,             5.9496e-05,             5.9496e-05
                     94,                 1.3981,                 2.7973,                 2.1427,                0.39896,                0.32176,                0.35863,                0.22951,                 1.6006,                 3.1789,                 2.3385,             5.2893e-05,             5.2893e-05,             5.2893e-05
                     95,                 1.4012,                 2.6515,                 2.0888,                0.41337,                0.35076,                 0.3583,                0.22399,                 1.5959,                 3.2009,                 2.3237,              4.629e-05,              4.629e-05,              4.629e-05
                     96,                 1.3853,                 2.7076,                 2.0971,                0.37683,                0.36075,                0.37014,                0.23495,                 1.5815,                 3.1939,                 2.3023,             3.9687e-05,             3.9687e-05,             3.9687e-05
                     97,                 1.3828,                 2.6718,                 2.1185,                0.37778,                0.35526,                0.38346,                0.25122,                 1.5797,                 3.2033,                 2.2971,             3.3083e-05,             3.3083e-05,             3.3083e-05
                     98,                  1.356,                 2.6032,                 2.0425,                0.39168,                0.37897,                0.39079,                0.26237,                 1.5797,                 3.2275,                 2.2884,              2.648e-05,              2.648e-05,              2.648e-05
                     99,                  1.385,                 2.6162,                  2.072,                0.37759,                0.38009,                0.39415,                0.26501,                  1.569,                 3.2218,                 2.2799,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    100,                 1.3383,                 2.5442,                  2.064,                 0.4331,                 0.3554,                0.39497,                0.26785,                   1.56,                 3.1917,                 2.2732,             1.3273e-05,             1.3273e-05,             1.3273e-05
